No.,price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,product_color,product_variation_size_id,product_variation_inventory,shipping_option_price,countries_shipped_to,inventory_total,origin_country,merchant_rating
16,11.0,10,10000,0,3.72,2058,840.0,435.0,386.0,158.0,239.0,0,0,0,0,red,L,50,2,34,50,CN,3.958425896540781
17,5.0,25,100000,1,3.83,17980,8290.0,3483.0,2951.0,1410.0,1846.0,0,0,0,0,white,S,50,1,41,50,CN,3.933581376640354
18,9.0,9,20000,0,3.82,5479,2456.0,1162.0,853.0,431.0,577.0,0,0,0,0,blue,S,50,3,43,50,CN,4.081624337905745
19,7.0,7,1000,0,3.67,214,87.0,36.0,49.0,17.0,25.0,0,0,0,0,red,S,7,2,41,50,CN,4.062360801781737
20,11.0,10,5000,0,3.84,1183,506.0,274.0,216.0,81.0,106.0,0,0,0,0,green,S,50,3,69,50,CN,4.256597060443052
21,5.0,6,20000,0,3.6,3552,1437.0,632.0,610.0,358.0,515.0,0,0,0,0,black,S,11,2,41,50,CN,3.981336637497096
22,11.0,26,1000,0,3.38,72,27.0,11.0,11.0,8.0,15.0,0,0,0,0,green,S,2,2,51,50,CN,4.231842338352524
23,7.0,6,5000,1,3.67,510,213.0,98.0,85.0,45.0,69.0,0,0,0,0,green,M,50,2,138,50,CN,4.264658501827795
24,5.71,5,1000,0,3.75,678,290.0,145.0,104.0,61.0,78.0,0,0,0,0,black,XXS,19,2,43,50,CN,4.006692220293909
25,9.0,32,1000,0,4.15,567,323.0,116.0,58.0,28.0,42.0,0,0,0,0,green,M,50,3,41,50,CN,4.1100585417775415
26,9.0,9,1000,0,4.03,216,105.0,48.0,39.0,12.0,12.0,0,0,0,0,other,M,5,3,60,50,US,4.22940902745463
27,5.65,5,20000,0,4.29,2996,1781.0,628.0,374.0,104.0,109.0,1,0,1,0,white,S,50,2,43,50,CN,4.017487726839753
28,1.74,2,100,1,4.25,12,7.0,3.0,1.0,0.0,1.0,0,0,0,0,pink,XS,50,1,41,50,CN,3.831513948616165
29,5.65,6,1000,0,4.06,301,156.0,70.0,34.0,18.0,23.0,0,0,0,0,white,XXL,50,2,54,50,CN,4.060278646573784
30,14.0,76,100,0,4.06,31,17.0,4.0,6.0,3.0,1.0,0,0,0,0,other,S,50,4,36,50,CN,3.9682688002491777
31,5.65,6,1000,1,4.37,217,137.0,42.0,24.0,9.0,5.0,1,0,1,0,black,XXS,10,2,38,50,CN,4.065905390637197
32,8.0,7,1000,0,3.81,443,215.0,76.0,65.0,29.0,58.0,0,0,0,0,green,S,4,2,46,50,CN,3.8708092485549135
33,2.66,3,5000,0,3.44,1136,418.0,187.0,201.0,133.0,197.0,0,0,0,0,black,M,50,1,22,50,CN,4.3063628061882255
34,9.0,8,10000,0,3.8,1231,555.0,240.0,211.0,87.0,138.0,0,0,0,0,yellow,S,50,3,45,50,CN,3.8675471698113206
35,11.0,10,1000,0,4.16,274,162.0,47.0,34.0,10.0,21.0,1,0,1,0,white,S,50,3,31,50,CN,4.000143410296859
36,8.0,17,100,1,2.75,8,2.0,0.0,3.0,0.0,3.0,0,0,0,0,blue,S,50,3,40,50,CN,4.025364206665138
37,14.0,12,5000,1,4.06,643,365.0,109.0,73.0,33.0,63.0,0,0,0,0,blue,XXS,2,3,43,50,CN,4.006692220293909
38,5.8,8,100,1,3.83,6,3.0,1.0,1.0,0.0,1.0,0,0,0,0,green,XS,1,1,43,50,CN,3.920852995639448
39,13.0,13,1000,0,4.16,138,82.0,27.0,10.0,7.0,12.0,1,0,1,0,pink,S,50,3,41,50,CN,3.981336637497096
40,9.0,81,50000,0,4.26,5359,3111.0,1172.0,650.0,204.0,222.0,1,0,1,0,black,L,50,3,40,50,CN,4.105054224804892
41,7.0,68,10,0,1.5,2,0.0,0.0,0.0,1.0,1.0,0,0,0,0,white,S,50,2,43,50,CN,3.858942065491184
42,12.0,14,100,1,3.79,24,11.0,6.0,2.0,1.0,4.0,0,0,0,0,black,S,50,3,22,50,CN,4.020408163265306
43,3.69,40,100,0,3.53,59,22.0,11.0,12.0,4.0,10.0,0,0,0,0,grey,XS,2,1,24,50,CN,4.3648438215627
44,5.0,5,10000,1,3.82,3208,1467.0,607.0,558.0,241.0,335.0,1,1,0,0,white,OTHER,50,1,63,50,CN,4.151395305858436
45,5.84,56,100,0,3.28,36,11.0,4.0,11.0,4.0,6.0,0,0,0,0,green,S,50,1,43,50,CN,4.017487726839753
46,16.0,14,10,0,3.0,3,0.0,2.0,0.0,0.0,1.0,0,0,0,0,green,S,2,4,34,50,CN,3.548387096774193
47,13.0,50,1000,0,4.03,855,451.0,165.0,120.0,51.0,68.0,0,0,0,0,dual,S,50,3,32,50,CN,4.085704903677758
48,9.0,8,10000,0,3.18,1783,535.0,289.0,344.0,189.0,426.0,0,0,0,0,white,S,50,3,24,50,CN,3.908535421042582
49,7.0,6,100,0,3.8,61,28.0,11.0,12.0,2.0,8.0,0,0,0,0,black,S,50,2,45,50,CN,4.216385997836785
50,11.0,20,100,0,3.43,14,5.0,3.0,2.0,1.0,3.0,0,0,0,0,white,S,50,2,34,50,CN,4.174679487179487
51,5.84,11,1000,0,4.19,307,171.0,71.0,35.0,12.0,18.0,0,0,0,0,blue,XXS,1,1,40,50,CN,4.172785968969837
52,1.0,11,1000,1,3.8,5,3.0,0.0,1.0,0.0,1.0,0,0,0,0,blue,XXS,37,1,41,50,CN,3.858118823959985
53,11.0,60,1000,1,3.38,37,15.0,3.0,9.0,1.0,9.0,0,0,0,0,white,S,49,2,25,50,CN,3.9601706970128014
54,9.0,8,5000,1,4.03,889,464.0,178.0,126.0,52.0,69.0,0,0,0,0,dual,L,50,3,33,50,CN,4.108849060138637
55,6.0,56,1000,1,3.5,938,349.0,171.0,173.0,88.0,157.0,0,0,0,0,red,OTHER,1,2,28,50,CN,3.876699977458863
57,9.0,8,5000,0,4.06,743,400.0,142.0,103.0,45.0,53.0,0,0,0,0,other,S,50,3,41,50,CN,3.9993714037038814
58,6.0,6,100,0,4.0,8,5.0,0.0,1.0,2.0,0.0,0,0,0,0,dual,XS,5,2,23,50,CN,3.874015748031496
59,11.0,68,1000,0,4.13,211,120.0,37.0,31.0,8.0,15.0,0,0,0,0,red,M,50,2,40,50,CN,4.2152280762266106
60,7.0,6,50,0,4.0,4,3.0,0.0,0.0,0.0,1.0,0,0,0,0,blue,XS,50,2,139,50,CN,4.352941176470588
61,5.0,38,50,1,5.0,2,2.0,0.0,0.0,0.0,0.0,0,0,0,0,green,XS,17,1,33,50,CN,3.6666666666666665
62,2.72,3,100,1,3.1,20,6.0,4.0,2.0,2.0,6.0,0,0,0,0,yellow,S,1,1,35,50,CN,4.001588178428394
63,5.87,11,1000,1,3.91,209,100.0,41.0,34.0,17.0,17.0,0,0,0,0,white,S,6,1,29,50,CN,4.391304347826087
64,11.0,10,5000,0,3.72,1008,447.0,201.0,135.0,81.0,144.0,0,0,0,0,white,M,50,2,25,50,CN,4.268002261895145
65,8.0,10,100,0,2.71,7,1.0,1.0,2.0,1.0,2.0,0,0,0,0,red,XS,4,3,20,50,CN,3.892857142857143
66,14.0,67,1000,0,3.81,187,84.0,40.0,28.0,14.0,21.0,0,0,0,0,blue,M,50,4,40,50,CN,4.150756302521009
67,2.0,9,100,0,3.47,32,11.0,6.0,5.0,7.0,3.0,0,0,0,0,white,XXS,1,1,40,50,CN,4.167627677100494
68,8.0,7,10000,1,3.93,1670,823.0,340.0,250.0,89.0,168.0,0,0,0,0,yellow,M,50,3,30,50,CN,4.137581777804454
69,5.79,30,1000,1,3.41,212,73.0,49.0,23.0,25.0,42.0,0,0,0,0,white,XS,50,2,118,50,CN,4.189843898724538
70,8.0,22,100,1,3.74,47,24.0,5.0,6.0,6.0,6.0,0,0,0,0,red,S,50,3,41,50,CN,3.876761607336984
71,4.94,5,10000,1,3.93,1331,659.0,255.0,199.0,101.0,117.0,0,0,0,0,dual,M,6,1,49,50,CN,4.1214837434884135
72,8.0,7,10000,0,3.82,2520,1220.0,433.0,365.0,203.0,299.0,0,0,0,0,other,M,50,3,14,50,CN,3.872009976193176
73,11.0,10,100,1,3.46,50,20.0,7.0,8.0,6.0,9.0,0,0,0,0,black,S,50,3,41,50,CN,4.301120485454981
74,8.0,33,10,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,black,S,50,2,25,50,CN,4.169786096256685
75,9.0,33,50,1,4.5,4,2.0,2.0,0.0,0.0,0.0,0,0,0,0,white,S,50,3,41,50,CN,4.120281052756937
76,7.0,6,100,0,4.26,53,30.0,14.0,5.0,1.0,3.0,0,0,0,0,green,S,50,2,31,50,CN,3.837956204379562
77,11.0,10,10000,0,4.24,1045,644.0,183.0,114.0,38.0,66.0,0,0,0,0,blue,S,50,3,36,50,CN,4.289673913043479
78,8.0,92,100,0,3.56,16,6.0,5.0,0.0,2.0,3.0,0,0,0,0,yellow,S,50,2,55,50,CN,3.968061051441493
79,5.83,5,10000,1,4.22,2055,1162.0,488.0,212.0,83.0,110.0,0,0,0,0,other,S,1,1,35,50,CN,4.14695734747171
80,8.0,7,1000,0,3.42,373,144.0,57.0,60.0,35.0,77.0,0,0,0,0,pink,S,50,2,63,50,CN,3.965204236006052
81,5.77,5,100,1,4.0,4,1.0,2.0,1.0,0.0,0.0,0,0,0,0,green,S,45,1,31,50,CN,3.915740329035127
82,5.9,5,10000,0,3.64,1933,867.0,298.0,299.0,151.0,318.0,0,0,0,0,grey,XS,4,1,30,50,CN,3.951817413355875
83,6.0,20,100,0,3.08,13,4.0,2.0,2.0,1.0,4.0,0,0,0,0,red,S,50,2,43,50,CN,3.931195965417868
84,7.0,6,50000,1,4.41,17444,11548.0,3191.0,1632.0,507.0,566.0,1,0,1,0,green,M,2,2,35,50,CN,4.14695734747171
85,8.0,7,10000,1,3.7,1404,593.0,278.0,232.0,124.0,177.0,0,0,0,0,pink,M,1,2,48,50,CN,3.9375299186213497
86,12.0,11,1000,0,3.81,341,163.0,63.0,48.0,21.0,46.0,0,0,0,0,dual,S,50,3,13,50,CN,4.150355871886121
87,5.78,8,20000,1,4.0,3975,2054.0,774.0,576.0,242.0,329.0,0,0,0,0,pink,XS,50,1,29,50,CN,4.184134248665141
88,12.0,17,5000,0,3.94,387,189.0,76.0,67.0,21.0,34.0,0,0,0,0,white,S,50,3,43,50,CN,3.978260869565217
89,11.0,10,20000,1,4.07,3070,1635.0,642.0,392.0,177.0,224.0,0,0,0,0,other,L,50,2,35,50,CN,3.965700632033297
90,8.0,51,100,0,4.29,31,19.0,5.0,5.0,1.0,1.0,1,0,1,0,pink,S,50,2,43,50,CN,3.832535066712282
91,11.0,10,100,1,3.46,50,20.0,7.0,8.0,6.0,9.0,0,0,0,0,black,S,50,3,41,50,CN,4.301120485454981
92,5.77,48,100000,0,4.1,20744,11184.0,4152.0,2919.0,1174.0,1315.0,0,0,0,0,black,XS,50,2,46,50,CN,4.06734764909732
93,9.0,8,20000,0,3.7,3820,1726.0,654.0,568.0,324.0,548.0,0,0,0,0,grey,M,44,3,20,50,CN,4.064643129286258
94,1.72,2,100,1,3.77,30,15.0,3.0,5.0,4.0,3.0,0,0,0,0,green,XS,10,1,48,50,CN,3.884543645859239
95,1.86,9,100,1,3.57,42,17.0,9.0,4.0,5.0,7.0,0,0,0,0,pink,XS,2,1,40,50,CN,3.9430187637969096
96,14.0,92,100,1,4.54,13,10.0,2.0,0.0,0.0,1.0,0,0,0,0,black,XS,50,3,36,50,CN,4.185185185185185
97,3.69,4,1000,0,3.64,212,95.0,33.0,32.0,16.0,36.0,0,0,0,0,red,XS,5,1,24,50,CN,4.039127645926876
98,5.79,42,1000,0,3.32,121,36.0,24.0,23.0,19.0,19.0,0,0,0,0,red,S,50,2,43,50,CN,3.9474719653747785
99,11.0,30,100,1,4.11,28,17.0,4.0,3.0,1.0,3.0,2,1,0,1,dual,OTHER,2,3,45,50,CN,4.210460119484331
100,9.0,8,100,1,3.18,72,17.0,19.0,12.0,8.0,16.0,0,0,0,0,red,S,10,3,26,50,CN,3.7291666666666665
101,6.0,8,10000,0,3.96,1338,685.0,257.0,187.0,72.0,137.0,0,0,0,0,black,L,50,2,43,50,CN,3.80168428005284
102,20.0,17,100,1,2.8,15,2.0,3.0,5.0,0.0,5.0,0,0,0,0,green,OTHER,50,6,36,50,CN,3.298507462686567
103,5.66,5,5000,0,3.89,1161,558.0,242.0,159.0,75.0,127.0,0,0,0,0,black,S,50,2,42,50,CN,4.285597735765438
104,8.0,65,100,0,3.97,29,18.0,1.0,5.0,1.0,4.0,0,0,0,0,white,S,1,2,33,50,CN,3.882845188284519
105,8.0,7,1000,1,3.61,668,254.0,155.0,102.0,61.0,96.0,0,0,0,0,yellow,XXS,10,2,39,50,CN,4.098557218830018
106,6.0,6,1000,1,3.82,134,62.0,26.0,23.0,6.0,17.0,0,0,0,0,grey,S,1,2,35,50,CN,3.844776119402985
107,11.0,10,5000,0,3.96,1556,743.0,338.0,258.0,110.0,107.0,0,0,0,0,black,S,50,3,23,50,CN,4.252711496746204
108,7.0,6,1000,1,4.2,107,66.0,13.0,18.0,3.0,7.0,0,0,0,0,white,XS,3,2,26,50,CN,3.94331983805668
109,11.0,10,10000,0,3.77,1694,725.0,376.0,272.0,112.0,209.0,0,0,0,0,red,XS,50,3,31,50,CN,4.000143410296859
110,5.8100000000000005,30,100,0,2.61,18,3.0,2.0,5.0,1.0,7.0,0,0,0,0,green,XS,3,2,41,50,CN,3.8947606995807047
111,14.0,12,10000,0,3.93,2946,1427.0,614.0,452.0,180.0,273.0,0,0,0,0,blue,XXXXXL,36,4,26,50,CN,3.88553776857995
112,5.0,51,10,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,black,XS,1,1,36,50,CN,3.989830508474576
113,5.0,5,100,1,4.3,10,6.0,2.0,1.0,1.0,0.0,0,0,0,0,black,XXS,3,2,22,50,CN,4.167978516529308
114,11.0,10,1000,0,4.12,249,143.0,48.0,24.0,12.0,22.0,0,0,0,0,other,S,50,2,21,50,CN,3.851930136833908
115,12.0,67,10,0,3.67,3,2.0,0.0,0.0,0.0,1.0,0,0,0,0,pink,XS,20,3,32,50,CN,4.008403361344538
116,5.68,5,10,0,4.5,2,1.0,1.0,0.0,0.0,0.0,0,0,0,0,blue,OTHER,50,2,109,50,CN,4.5125
117,11.0,10,100,1,4.0,12,7.0,1.0,2.0,1.0,1.0,0,0,0,0,black,S,50,2,32,50,VE,4.014652014652015
118,17.0,15,10000,0,4.16,3040,1782.0,565.0,332.0,123.0,238.0,1,0,1,0,other,S,50,5,52,50,CN,4.35261237481562
119,7.0,43,100,0,3.71,21,10.0,5.0,0.0,2.0,4.0,0,0,0,0,blue,S,9,2,40,50,CN,3.878166997135933
120,12.0,85,50,1,4.75,4,3.0,1.0,0.0,0.0,0.0,0,0,0,0,green,S,18,3,35,50,CN,4.175438596491228
121,7.0,6,100,0,5.0,2,2.0,0.0,0.0,0.0,0.0,0,0,0,0,black,S,50,2,41,50,CN,3.9707307018447904
122,7.0,33,50,0,3.0,2,0.0,1.0,0.0,1.0,0.0,0,0,0,0,blue,S,50,2,41,50,CN,4.001546269130125
123,11.0,59,1000,0,4.11,135,75.0,24.0,19.0,10.0,7.0,0,0,0,0,yellow,M,50,2,41,50,CN,4.057185405807893
124,12.0,43,100,0,3.59,27,7.0,9.0,7.0,1.0,3.0,0,0,0,0,pink,M,50,3,42,50,CN,3.948409020698177
125,13.0,51,5000,0,3.61,127,59.0,16.0,20.0,7.0,25.0,0,0,0,0,yellow,S,50,3,43,50,CN,3.9464161447459984
126,2.72,9,1,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,other,XS,1,1,33,50,CN,3.5978835978835977
127,6.0,6,20000,1,3.99,1600,809.0,322.0,238.0,100.0,131.0,0,0,0,0,green,L,50,2,33,50,CN,4.108849060138637
128,9.0,56,100,1,4.03,30,17.0,6.0,2.0,1.0,4.0,0,0,0,0,dual,XXS,3,3,19,50,US,3.7142857142857135
129,5.0,5,50,0,5.0,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,yellow,XS,5,2,47,50,CN,3.75
130,5.86,5,1000,0,3.73,150,71.0,23.0,23.0,11.0,22.0,0,0,0,0,white,XS,6,1,30,50,CN,3.993016759776536
131,2.0,2,10000,1,3.99,980,520.0,180.0,120.0,67.0,93.0,0,0,0,0,green,S,1,1,23,50,CN,4.045170200666179
132,7.0,6,5000,0,4.38,996,654.0,178.0,94.0,32.0,38.0,1,0,1,0,grey,XS,8,2,41,50,CN,3.946790915634237
133,5.66,6,100,0,3.08,13,3.0,3.0,3.0,0.0,4.0,0,0,0,0,black,S,50,2,35,50,CN,4.06901509705248
134,13.0,17,5000,0,4.11,792,450.0,150.0,88.0,35.0,69.0,0,0,0,0,pink,XS,6,3,43,50,CN,3.910741632028002
135,8.0,7,5000,1,3.6,1254,500.0,241.0,207.0,126.0,180.0,0,0,0,0,yellow,L,27,3,28,50,CN,4.080890773644167
136,11.0,10,1000,1,3.78,299,120.0,73.0,55.0,22.0,29.0,0,0,0,0,grey,OTHER,5,3,35,50,CN,3.896073903002309
137,8.0,7,20000,0,4.05,8904,4640.0,1964.0,1121.0,493.0,686.0,0,0,0,0,black,S,50,2,31,50,CN,4.168097393475886
138,16.0,76,100,1,3.53,38,15.0,9.0,2.0,5.0,7.0,0,0,0,0,red,S,50,5,58,50,CN,4.272058823529412
139,11.0,10,100,0,4.6,5,3.0,2.0,0.0,0.0,0.0,0,0,0,0,grey,OTHER,12,3,42,50,CN,4.122996712553935
140,11.0,10,5000,0,3.72,1008,447.0,201.0,135.0,81.0,144.0,0,0,0,0,white,M,50,2,25,50,CN,4.268002261895145
141,8.0,7,20000,0,4.16,6860,3906.0,1326.0,869.0,343.0,416.0,1,0,1,0,black,S,50,2,32,50,CN,4.283611136550967
142,14.0,12,1000,1,4.04,481,267.0,86.0,60.0,18.0,50.0,0,0,0,0,blue,M,50,4,41,50,CN,3.8947606995807047
143,7.0,6,100,0,3.6,25,10.0,4.0,5.0,3.0,3.0,0,0,0,0,black,S,50,2,127,50,CN,4.15527950310559
144,12.0,11,20000,1,3.89,2294,1099.0,449.0,362.0,154.0,230.0,0,0,0,0,pink,L,25,3,50,50,CN,4.153665091898569
145,7.0,50,1000,0,3.49,49,16.0,11.0,10.0,5.0,7.0,0,0,0,0,green,S,50,2,132,50,CN,4.011627906976744
146,2.0,56,100,1,3.07,28,11.0,3.0,1.0,3.0,10.0,0,0,0,0,blue,S,2,1,26,50,CN,3.696054114994363
147,6.0,16,100,1,3.11,27,6.0,6.0,5.0,5.0,5.0,0,0,0,0,white,S,25,2,18,50,CN,3.8740329083578513
148,8.0,7,1000,1,4.07,267,148.0,44.0,40.0,15.0,20.0,0,0,0,0,green,S,50,3,38,50,CN,4.1256830601092895
149,8.0,84,20000,0,3.96,8960,4468.0,1850.0,1277.0,583.0,782.0,0,0,0,0,other,S,50,3,125,50,CN,4.204916348090599
150,8.0,25,5000,0,4.0,32,19.0,5.0,1.0,3.0,4.0,0,0,0,0,blue,XS,50,3,43,50,CN,4.12394301820675
151,11.0,22,1000,1,3.97,359,180.0,74.0,49.0,28.0,28.0,0,0,0,0,black,XS,50,2,30,50,CN,4.330745341614906
152,3.66,4,5000,0,3.19,1080,327.0,170.0,211.0,128.0,244.0,0,0,0,0,green,S,2,1,45,50,CN,3.8675471698113206
153,1.68,2,100,1,3.67,12,6.0,2.0,1.0,0.0,3.0,0,0,0,0,white,XXS,1,1,40,50,CN,3.956064947468959
154,13.0,11,100,0,2.5,2,0.0,1.0,0.0,0.0,1.0,0,0,0,0,white,S,36,3,29,50,CN,3.774193548387097
155,13.0,11,1000,1,3.82,11,5.0,3.0,1.0,0.0,2.0,0,0,0,0,yellow,S,30,3,43,50,CN,4.006692220293909
156,11.0,16,100,1,2.92,12,2.0,1.0,6.0,0.0,3.0,0,0,0,0,red,S,50,2,16,50,US,3.6666666666666665
157,7.0,9,1000,0,3.75,219,101.0,36.0,38.0,15.0,29.0,0,0,0,0,black,S,2,2,44,50,CN,4.152726560715335
158,4.8100000000000005,76,10000,0,4.16,3135,1695.0,721.0,416.0,140.0,163.0,0,0,0,0,blue,S,45,1,39,50,CN,3.928879661292949
159,9.0,8,5000,0,4.29,761,476.0,128.0,90.0,34.0,33.0,0,0,0,0,red,M,50,3,55,50,US,4.151916136793264
160,18.0,115,100,0,3.68,177,73.0,36.0,31.0,12.0,25.0,0,0,0,0,red,M,34,5,51,50,CN,4.156666666666666
161,7.0,6,5000,1,3.63,601,245.0,102.0,121.0,55.0,78.0,0,0,0,0,green,S,50,2,41,50,CN,4.024765228953711
162,16.0,14,10,0,3.0,3,0.0,2.0,0.0,0.0,1.0,0,0,0,0,green,S,2,4,34,50,CN,3.548387096774193
163,5.0,8,1000,1,3.06,31,9.0,5.0,5.0,3.0,9.0,0,0,0,0,green,XXS,1,1,40,50,CN,3.995167373880245
164,1.68,2,1000,1,3.76,51,20.0,13.0,10.0,2.0,6.0,0,0,0,0,black,XS,1,1,30,50,CN,3.9424657534246577
165,7.0,6,100,1,3.81,21,8.0,4.0,6.0,3.0,0.0,0,0,0,0,blue,OTHER,3,2,49,50,CN,3.772727272727273
166,6.0,7,50,0,2.67,3,1.0,0.0,0.0,1.0,1.0,0,0,0,0,pink,S,46,2,8,50,CN,4.058951965065503
167,13.0,19,1000,1,3.76,151,70.0,31.0,16.0,12.0,22.0,0,0,0,0,black,S,50,3,12,50,CN,3.9415204678362574
168,11.0,89,100,0,3.46,24,8.0,5.0,6.0,0.0,5.0,0,0,0,0,black,S,50,2,52,50,CN,4.38569196276921
169,7.0,6,5000,0,3.29,1042,384.0,146.0,158.0,98.0,256.0,0,0,0,0,grey,S,4,2,46,50,CN,3.8708092485549135
170,12.0,11,100,0,2.0,3,0.0,1.0,0.0,0.0,2.0,0,0,0,0,pink,XS,50,3,38,50,CN,4.001131861912847
171,6.0,17,100,0,4.14,93,50.0,18.0,15.0,8.0,2.0,0,0,0,0,black,M,37,2,74,50,US,4.166931637519872
172,6.0,17,5000,0,3.28,449,165.0,50.0,83.0,49.0,102.0,0,0,0,0,white,XXXL,50,2,49,50,CN,4.216278181123424
173,8.0,7,100,1,3.89,9,5.0,2.0,0.0,0.0,2.0,0,0,0,0,green,S,25,3,28,50,CN,4.080890773644167
174,8.0,7,100,0,3.14,29,9.0,4.0,6.0,2.0,8.0,0,0,0,0,yellow,XS,5,2,32,50,CN,4.067415730337078
175,11.0,84,1000,0,3.98,792,398.0,163.0,112.0,54.0,65.0,0,0,0,0,dual,XL,50,2,137,50,CN,4.141021671826626
176,6.0,22,5000,0,4.04,548,305.0,87.0,78.0,29.0,49.0,0,0,0,0,pink,S,21,2,55,50,CN,3.968061051441493
177,11.0,10,1000,1,3.76,168,77.0,32.0,26.0,7.0,26.0,0,0,0,0,black,M,50,3,42,50,CN,3.7355371900826446
178,9.0,8,100,1,4.16,31,17.0,7.0,4.0,1.0,2.0,0,0,0,0,grey,S,20,3,35,50,CN,3.9745555942837214
179,8.0,26,100,0,3.07,14,3.0,2.0,5.0,1.0,3.0,0,0,0,0,black,XXL,50,2,40,50,CN,3.186046511627907
181,8.0,7,100,0,3.89,9,5.0,2.0,0.0,0.0,2.0,0,0,0,0,white,S,50,2,124,50,CN,4.101118445177852
182,6.0,145,100,1,3.83,52,23.0,13.0,5.0,6.0,5.0,0,0,0,0,green,XS,49,2,49,50,CN,4.159492697924673
183,8.0,17,1000,0,3.96,288,133.0,75.0,39.0,18.0,23.0,0,0,0,0,white,M,50,3,32,50,CN,3.901345291479821
184,9.0,36,20000,0,4.09,4345,2341.0,878.0,607.0,230.0,289.0,0,0,0,0,black,S,50,3,42,50,CN,4.168345936302633
185,5.65,5,5000,1,4.06,998,526.0,202.0,147.0,46.0,77.0,0,0,0,0,black,S,50,1,65,50,CN,4.251721458328836
186,3.0,3,100,0,3.4,15,5.0,3.0,2.0,3.0,2.0,0,0,0,0,pink,XS,3,1,36,50,CN,3.8917910447761193
187,8.0,10,50,0,3.8,5,3.0,0.0,1.0,0.0,1.0,0,0,0,0,blue,XS,5,2,23,50,CN,3.7906976744186047
188,5.74,59,1000,0,3.99,71,41.0,7.0,10.0,7.0,6.0,0,0,0,0,red,XS,3,1,43,50,CN,4.181588105030054
189,5.0,5,10,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,white,S,50,2,8,50,CN,3.8372093023255816
190,8.0,7,20000,1,3.61,5641,2245.0,1059.0,999.0,562.0,776.0,0,0,0,0,other,XXS,50,2,38,50,CN,4.038319698189988
191,3.67,4,10000,1,4.31,2072,1314.0,374.0,208.0,73.0,103.0,0,0,0,0,black,OTHER,50,1,138,50,CN,4.395746933733345
192,7.0,50,1000,0,3.49,49,16.0,11.0,10.0,5.0,7.0,0,0,0,0,green,S,50,2,132,50,CN,4.011627906976744
193,8.0,7,5000,1,3.69,894,396.0,161.0,128.0,78.0,131.0,0,0,0,0,yellow,S,17,3,33,50,CN,4.27859146151449
